Universitas,Prodi,Rank,text
universitas nahdlatul ulama lampung,pendidikan bahasa inggris,999.0,English language education
universitas winaya mukti,arsitektur,999.0,architecture
universitas serang raya,ilmu hukum,999.0,Legal studies
institut agama islam negeri kerinci,hukum ekonomi syariah,999.0,Islamic economic law
universitas muhammadiyah luwuk banggai,budidaya perairan,999.0,aquaculture
sekolah tinggi ilmu hukum soelthan m tsjafioeddin,ilmu hukum,999.0,Legal studies
universitas hkbp nommensen,sastra inggris,999.0,English literature
universitas negeri surabaya,akuntansi,999.0,accountancy
stai diniyah pekanbaru,pendidikan agama islam,999.0,Islamic Religious Education
stkip pgri jombang,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
politeknik manufaktur ceper,pengecoran,999.0,casting
universitas lampung,pendidikan matematika,999.0,Mathematics education
universitas lambung mangkurat,teknologi hasil perikanan,999.0,Fishery Product Technology
universitas kristen immanuel,manajemen,999.0,management
universitas 17 agustus 1945 banyuwangi,pendidikan bahasa inggris,999.0,English language education
universitas khairun,agroteknologi,999.0,agrotechnology
universitas pattimura,pendidikan sejarah,999.0,Historical Education
universitas tadulako,teknik mesin,999.0,mechanical Engineering
universitas islam negeri sunan kalijaga yogyakarta,perbandingan mazhab,999.0,Comparison of sects
sekolah tinggi ilmu tarbiyah alfattah siman,pendidikan agama islam,999.0,Islamic Religious Education
universitas negeri jakarta,pendidikan geografi,999.0,Geographical Education
universitas negeri jakarta,teknik elektronika,999.0,Teknik Elektronika
universitas negeri jakarta,teknik sipil,999.0,civil Engineering
universitas brawijaya,sastra cina,9.0,Chinese literature
universitas negeri malang,psikologi,22.0,psychology
sekolah tinggi ilmu tarbiyah kabupaten tebo,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi agama islam yogyakarta,pendidikan bahasa arab,999.0,Arabic education
politeknik negeri bengkalis,teknik mesin,999.0,mechanical Engineering
institut keguruan dan ilmu pendidikan pgri pontianak,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
universitas islam negeri arraniry banda aceh,ilmu perpustakaan,999.0,library science
institut agama islam negeri salatiga,pendidikan agama islam,999.0,Islamic Religious Education
akademi manajemen informatika dan komputer luwuk banggai,komputerisasi akuntansi,999.0,computerized accounting
universitas galuh ciamis,teknik industri,999.0,industrial Engineering
universitas esa unggul,pendidikan guru sekolah dasar,999.0,primary teacher education
institut agama islam alaziziyah samalanga biereuen aceh,pendidikan agama islam,999.0,Islamic Religious Education
universitas islam negeri antasari banjarmasin,perbankan syariah,999.0,Shariah banking
institut agama islam maarif metro lampung,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi ilmu ekonomi muhammadiyah tanjung redeb,ekonomi pembangunan,999.0,economic development
sekolah tinggi ilmu ekonomi muhammadiyah tanjung redeb,akuntansi,999.0,accountancy
sekolah tinggi teknologi angkatan laut,teknik mesin,999.0,mechanical Engineering
sekolah tinggi teknologi angkatan laut,teknik mesin,999.0,mechanical Engineering
institut hindu dharma negeri denpasar,pendidikan agama hindu,999.0,Hindu religious education
sekolah tinggi ilmu sosial dan ilmu politik raja haji,ilmu pemerintahan,999.0,public administration
sekolah tinggi agama islam algazali soppeng,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
politeknik negeri batam,teknik elektronika,999.0,Teknik Elektronika
sekolah tinggi keguruan dan ilmu pendidikan muhammadiyah kuningan,pendidikan bahasa dan sastra daerah,999.0,Regional Language and Literature Education
universitas prasetiya mulya,manajemen,999.0,management
universitas siliwangi,ilmu politik,999.0,Political Science
politeknik tedc,teknik otomasi,999.0,automation technique
universitas surakarta,manajemen,999.0,management
sekolah tinggi manajemen informatika dan komputer widya pratama,sistem informasi,999.0,information Systems
akademi teknologi adi unggul bhirawa surakarta,teknik elektronika,999.0,Teknik Elektronika
universitas bhayangkara surabaya,teknik sipil,999.0,civil Engineering
universitas islam lamongan,manajemen sumber daya perairan,999.0,aquatic resource management
universitas mochammad sroedji,ilmu administrasi negara,999.0,State Administration Science
universitas atma jaya yogyakarta,manajemen,999.0,management
universitas kristen duta wacana,desain produk,999.0,product design
institut pertanian stiper,teknik pertanian,999.0,Agricultural Engineering
universitas katolik indonesia atma jaya,teknik elektro,20.0,electrical Engineering
universitas katolik indonesia atma jaya,teknik mesin,20.0,mechanical Engineering
universitas muhammadiyah jakarta,pendidikan matematika,999.0,Mathematics education
universitas muhammadiyah jakarta,komunikasi penyiaran islam,999.0,Islamic broadcasting communication
universitas widya gama,manajemen,999.0,management
universitas bung hatta,sastra indonesia,999.0,Indonesian Literature
politeknik mandiri bina prestasi,akuntansi,999.0,accountancy
politeknik mandiri bina prestasi,administrasi bisnis,999.0,business Administration
politeknik negeri lhokseumawe,akuntansi,999.0,accountancy
politeknik negeri lhokseumawe,administrasi bisnis,999.0,business Administration
universitas negeri padang,psikologi,21.0,psychology
universitas negeri padang,pendidikan luar sekolah,21.0,Outside School Education
universitas lampung,pendidikan sejarah,999.0,Historical Education
universitas muhammadiyah kendari,pendidikan agama islam,999.0,Islamic Religious Education
universitas widya gama,agroteknologi,999.0,agrotechnology
institut keguruan dan ilmu pendidikan pgri bojonegoro,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
universitas riau kepulauan,pendidikan biologi,999.0,Biology Education
stkip pgri bandar lampung,pendidikan matematika,999.0,Mathematics education
universitas abulyatama,agribisnis,999.0,agribusiness
politeknik negeri lhokseumawe,perbankan dan keuangan,999.0,banking and finance
politeknik negeri lhokseumawe,teknologi rekayasa konstruksi jalan dan jembatan,999.0,Road and Bridge Construction Technology
universitas borneo tarakan,akuakultur,999.0,aquaculture
universitas pradita,informatika,999.0,Informatics
universitas ma chung,akuntansi,999.0,accountancy
stkip pgri bangkalan,pendidikan matematika,999.0,Mathematics education
universitas negeri medan,pendidikan geografi,999.0,Geographical Education
universitas majalengka,pendidikan biologi,999.0,Biology Education
universitas 17 agustus 1945 surabaya,sastra inggris,999.0,English literature
universitas palangka raya,pendidikan seni drama tari dan musik,999.0,Dance and Music Drama Art Education
institut ilmu kesehatan bhakti wiyata kediri,kimia,999.0,chemistry
universitas kristen duta wacana,manajemen,999.0,management
institut keguruan dan ilmu pendidikan pgri kalimantan timur,pendidikan ekonomi,999.0,Economic Education
universitas muhammadiyah parepare,ekonomi pembangunan,999.0,economic development
universitas islam batik,akuntansi,999.0,accountancy
universitas abulyatama,agroteknologi,999.0,agrotechnology
universitas abulyatama,teknik sipil,999.0,civil Engineering
sekolah tinggi ilmu ekonomi widya gama,akuntansi,999.0,accountancy
iain salatiga,manajemen bisnis syariah,999.0,Sharia Business Management
institut kesenian jakarta lpkj,seni musik,999.0,music Art
universitas lampung,pendidikan fisika,999.0,Physics Education
institut seni indonesia padang panjang,seni tari,999.0,dance
institut seni indonesia padang panjang,seni karawitan,999.0,Karawitan art
stkip rokania,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
universitas telkom,manajemen pemasaran,999.0,marketing Management
universitas widyatama,manajemen,999.0,management
universitas islam makassar,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas suryakancana,agroteknologi,999.0,agrotechnology
universitas jenderal soedirman,bahasa mandarin,999.0,Mandarin language
universitas negeri jakarta,pendidikan bahasa perancis,999.0,French education
politeknik negeri jember,teknologi industri pangan,999.0,Food Industry Technology
stkip bina insan mandiri,pendidikan guru pendidikan anak usia dini,999.0,Teacher Education Early Childhood Education
stkip kusumanegara,pendidikan olah raga,999.0,sports education
institut teknologi nasional bandung,desain produk,15.0,product design
universitas asahan,teknik informatika,999.0,Informatics Engineering
politeknik negeri sriwijaya,manajemen bisnis,999.0,Business management
universitas bengkulu,laboratorium sains,999.0,Science Laboratory
universitas alwashliyah,ilmu hukum,999.0,Legal studies
universitas islam makassar,teknik industri,999.0,industrial Engineering
sekolah tinggi ilmu ekonomi hidayatullah depok,manajemen,999.0,management
universitas halu oleo,arkeologi,999.0,archeology
universitas nahdlatul ulama lampung,statistika,999.0,statistics
politeknik darussalam,akuntansi,999.0,accountancy
akademi informatika dan komputer medicom,teknik komputer,999.0,computer Engineering
stkip bima,pendidikan kimia,999.0,Chemical education
universitas sembilanbelas november kolaka,teknik sipil,999.0,civil Engineering
universitas gajah putih,agribisnis,999.0,agribusiness
universitas hkbp nommensen pematangsiantar,pendidikan kimia,999.0,Chemical education
universitas esa unggul,teknik industri,999.0,industrial Engineering
institut sains dan teknologi annuqayah,biologi,999.0,biology
politeknik pembangunan pertanian medan,penyuluhan pertanian berkelanjutan,999.0,Sustainable Agricultural Counseling
universitas muhammadiyah bandung,teknik industri,999.0,industrial Engineering
universitas abulyatama,pendidikan jasmani,999.0,physical education
universitas singaperbangsa karawang,ilmu hukum,999.0,Legal studies
institut agama kristen negeri ambon,musik gereja,999.0,Church music
universitas indo global mandiri,akuntansi,999.0,accountancy
sekolah tinggi ilmu tarbiyah diniyyah putri rakmat elyunusiyyah padang panjang,pendidikan agama islam,999.0,Islamic Religious Education
politeknik negeri batam,akuntansi,999.0,accountancy
universitas pembinaan masyarakat indonesia,manajemen,999.0,management
universitas lancang kuning,sastra daerah,999.0,Regional Literature
universitas widya mataram,teknik industri,999.0,industrial Engineering
sekolah tinggi manajemen informatika dan komputer akakom yogyakarta,manajemen informatika,999.0,Informatics Management
politeknik tedc,komputerisasi akuntansi,999.0,computerized accounting
sekolah tinggi ilmu ekonomi pertiwi,manajemen,999.0,management
sekolah tinggi ilmu ekonomi yppi,akuntansi,999.0,accountancy
universitas bandar lampung,teknik informatika,999.0,Informatics Engineering
universitas muhammadiyah kupang,manajemen,999.0,management
stit miftahul ulum bangkalan,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi ilmu tarbiyah al kifayah riau,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas negeri padang,pendidikan musik,21.0,Music education
sekolah tinggi ilmu ekonomi dharma putra semarang,manajemen,999.0,management
stai ahsanta jambi,manajemen pendidikan islam,999.0,Management of Islamic Education
stia pemerintahan annisa dwi salfarizi,ilmu administrasi negara,999.0,State Administration Science
universitas islam riau,teknik mesin,999.0,mechanical Engineering
universitas islam riau,teknik perminyakan,999.0,petroleum technique
universitas doktor nugroho magetan,teknik industri,999.0,industrial Engineering
universitas pramita indonesia,ilmu komunikasi,999.0,Communication Studies
sekolah tinggi ilmu ekonomi lmii,akuntansi,999.0,accountancy
universitas pasir pengaraian,ilmu hukum,999.0,Legal studies
stai alamin gersik kediri lombok barat,pendidikan agama islam,999.0,Islamic Religious Education
universitas madako tolitoli,ekonomi pembangunan,999.0,economic development
universitas mercu buana yogyakarta,ilmu komunikasi,999.0,Communication Studies
institut pesantren kh abdul chalim pacet mojokerto,ilmu alquran dan tafsir,999.0,Quranic science and interpretation
institut agama islam alkhoziny,hukum keluarga,999.0,Family law
universitas cenderawasih,bimbingan dan konseling,999.0,guidance and counseling
stai diponegoro tulungagung,pendidikan agama islam,999.0,Islamic Religious Education
universitas halu oleo,ilmu hukum,999.0,Legal studies
institut seni indonesia surakarta,fotografi,999.0,photograph
politeknik negeri jember,manajemen informatika,999.0,Informatics Management
institut agama islam bunga bangsa cirebon,komunikasi dan penyiaran islam,999.0,Islam communication and broadcasting
stai muhammadiyah blora,pendidikan agama islam,999.0,Islamic Religious Education
